_id,작성자,선택 옵션,별점,내용
658b8f31999301f0be8202da,유하v,한우 육회 200g + 소스,5,최애 음식이 육회인지라 자주 먹는 음식중에 하나인데 저렴한 가격으로 간단하게 집에서 육회가 먹고 싶을 땐 쇼핑몰에서 주문하는 편이다. 이번에도 쇼핑몰에서 주문했는데 폼박스로 잘 포장해주어서 상할 염려도 없었고 그런 염려를 하기전에 배송이 빠르게 도착했다. 라벨지에 포장날짜도 기록되있어서 더욱 안심이 되었다. 육회는 진공포장이 되있어서 싱싱함이 유지되었고 양념장도 넣어주셔서 간편하게 양념해 먹을 수 있었다. 참기름 조금 더 넣고 소금 조금 넣어서 간을 맞춰 주었는데 먹기 딱 좋았다. 집밥으로 고추냉이 살짝 얹어서 육회초밥처럼 먹어봤는데 아주 맛있었다. 양이 제법 많았어서 한 젓가락에 듬뿍듬뿍 집어 먹을 수 있어서 좋았다. 다음에는 계란 노른자도 섞어 먹어 봐야겠다.\n\n신상리뷰단에 참여하여 와마트몰에서 무료로 제공받아 작성한 후기입니다.
658b8f32999301f0be8202db,smil*****,한우 차돌박이 200g,5,택배 받아보자마자 포장부터 아이스박스 + 아이스팩 2중 포장에 진공포장까지 되어서 보내주시는 꼼꼼함에 감동!! \n저는 개인적으로 평소에도 고기를 좋아하는 편이라 인터넷에서 종종 시켜먹곤하는데 다른 업체들이랑 비교했을때 우선 포장자체도 꼼꼼한데다 고기도 좋아서 만족스러웠어요. 인터넷에서 잘못 시키면 질기거나 냄새나거나.. 그럴때가 많은데 냄새나지않고 고소해서 너무 맛있더라구요! 차돌박이 특유의 기름지고 고소한 맛이 감동.. 고기가 좋아서 그런건지 한우여서 그런건지 ㅎㅎ 금세 다 먹어버렸을정도에요ㅋ 양은 혼자먹기에 적당한 양이어서 한팩씩 구매해서 먹기 딱 좋아요! \n\n신상리뷰단에 참여하여 판매자로부터 무료로 제공받아 작성한 후기입니다.
658b8f32999301f0be8202dc,봄써니,한우 안심 200g,5,"사실 평소 소든 돼지든 고기를 자주 먹는 편은 아니지만 택배 받자마자 바로 구워먹어 보았습니다. \n작은 손바닥 정도의 사이즈 2장이 들어있고, 포장돼 있는 상태에서는 벽돌처럼 적갈색이었는데 구워보니 예쁜 색이 나오네요. \n적당이 구워 바로 입으로. 부드럽게 녹는 게 역시 한우는 정말 맛있네요. 안심이어도 전혀 질기지 않고 살짝 씹다가 그대로 넘어 갑니다. \n소금에도 찍어 먹어 보고 궁채장아찌와도 같이 먹어 보았는데 본연의 맛을 느끼기엔 소금이 더 낫네요. 물론 육질 자체가 좋으니 그냥도 좋구요. \n한사람이 한끼로 채우기엔 살짝 아쉬운 듯한 양이라 야채나 밥이랑 같이라면 좀 더 푸짐해질거 같아요. 한우 정말 맛있게 잘 먹었습니다.\n(신상리뷰단에 참여하여 판매자로부터 무료로 제공받아 작성한 후기입니다.)"
658b8f32999301f0be8202dd,가을다람쥐,"옵션명 1:한우1+등급,옵션명 2:한우 샤브샤브 400g",5,고기 신선하고 비주얼 좋아요\n핏물 조금 빼고 채소랑 같이 샤브샤브육수에 넣었는데\n진짜 맛있어요\n지방 적어서 되게 담백해요\n앞으로 샤브샤브 고기는 여기서 시켜야겠어요
658b8f32999301f0be8202de,xyyg**,한우 국거리 400g,5,고기는 늘 마트나 재래시장 에서 구매해서 먹었는데 이번에 기회가 되서 와마트몰 에서 먹게되었는데 우선 배송도 빠르고 고기는 처음 배송되는거라 아무래도 신선도가 중요한데 스티로폼 박스안에 은박지 봉투에 이중으로 포장되어서 아이스팩도 두개나 들어있고 고기도 압축포장으로 완벽하게 포장되어서 이제는 걱정없이 주문해서 먹어도 될것 같아요 고기는 한우1+등급 답게 국거리지만 조리했을때 육향도 좋고 씹을수록 고소하고 담백하네요 고기는 잘못 사면 잡내가 나는데 잡내도없고 맛있네요 국을 끊여도 괜찮고 조림을 해먹어도 맛있네요 고기는 마트나 정육점 에서 구매해서 먹었는데 이제는 이곳에서 주문해서 먹어야겠어요 종류도 다양하고 구이용도 종류가 많어서 선택의 폭이 넓은것 같아요 다음엔 구이용으로 재구매할께요 \n신상리뷰단에 참여하여 와마트몰 로부터 무상으로 제공받아 작성한 후기입니다 
658b8f32999301f0be8202df,hell*****,한우 꽃등심 200g,5,"좋은 기회로 한우 꽃등심을 시켜봤는데 역시 품질도 좋고 맛있었어요! 일단 배송도 하루만에 금방 왔고, 포장도 스티로폼 상자에 아이스팩까지 담아서 깔끔하게 왔습니다.\n특히 택배 배송이라 더 신경써주신 부분이 고기 자체가 들어있는 스티로폼 접시 안쪽에서 고기가 흔들리거나 하면 지저분하게 도착했을텐데, 고기 자체를 흡습제랑 같이 비닐파우치에 수축포장을 한 후 그걸 스티로폼 접시에 얹어 랩포장을 해 주셨어요. 그래서 동영상처럼 고기도 깔끔하게 보이게 왔고, 혹여나 생길 수 있는 문제인 핏물이 흘러나오거나 하는 문제가 전혀 없어서 냉장 고기 택배배송에 대한 편견이 깨졌어요. \n신선도 부분은 위와 같은 포장때문에 전혀 문제가 없었습니다. 유통기한은 5일 정도로 일반적인 냉장고기랑 같았어요. \n제일 중요한 맛! 역시 꽃등심이라 살짝 익혀서 먹어보니 부드럽고 딱히 마리네이드를 잘 하지 않아도 잡내없고 맛있었어요. 먹는 김에 짜장라면도 같이해서 먹었는데 정말 호화로운 한끼였습니다. 담에 또 사먹고 싶네요. \n\n*신상리뷰단에 참여하여 판매자로부터 무료로 제공받아 작성한 후기입니다. "
658b8f32999301f0be8202e0,똘순뽀돌,선택하세요:한우 꽃등심 300g,5,배송도 빠르고 저렴하게 한우를 맛있게 먹었어요\n신선하고 부드럽고 맛있어요\n고기에 허브솔트와 후추를 뿌리고 냉장고에 숙성시킨 다음에 후라이팬에 버터를 두르고 구우면 정말 끝내줘요\n재구매 의사 있습니다
658b8f32999301f0be8202e1,앵두맘,"옵션명 1:한우1등급,옵션명 2:한우 샤브샤브 400g",3,샤브할려고 주문했는데 같이 온 안심이랑 똑같이 핏물이 흥건하고 흡수제?까지 온통 빨갛게 물들었는데 이건 신선한 고기맞는건가요?개봉 안하고 딤채 보관중요.오늘 아점으로 샤브해먹었는데 고기가 도톰한게 육전용이네요.샤브용으론 지방도 하나도없고 고기가 질겨요.
658b8f32999301f0be8202e2,앵두맘,"옵션명 1:한우1등급,옵션명 2:한우 안심 300g",3,아직 먹어보기전이구요.고기핏물이 뻘겋게 다 빠져나와서 밑에 흡수제?까지 완전 빨갛게 물들었네요.냉동고기 녹은것도아닐텐데.11번가에서 고기 많이 사봤지만 이런 고기받은적은 첨이라 당황스럽네요.
658b8f33999301f0be8202e3,이름은묻지마세요,선택하세요:한우 육회 + 소스 400g,5,생고기여서 기한이 길지는 않지요~~ 양념이 빨간양넘이에요ㅎ 맛있게 잘 먹었습니다. 
658b8f33999301f0be8202e4,viol******,"옵션명 1:한우1등급,옵션명 2:한우 업진살 300g",4,차돌박이와 업진살 두가지 샀습니다. 차돌은 기름기는 전혀 없어 퍽퍽했지만 업진살은 진짜 맛있게 잘먹었어요. 
658b8f33999301f0be8202e5,sylv****,"옵션명 1:한우1등급,옵션명 2:한우 꽃등심 300g",4,저렴한 가격에 잘 구매했어요~ \n일반 등심인가 싶을 정도로 기름에 많아 좀 느끼하긴 했지만 질기지 않고 먹을만 했어요. 
658b8f33999301f0be8202e6,건강챙기기,"옵션명 1:한우1등급,옵션명 2:한우 불고기 400g",3,불고기했는데 질겨요...두꺼워서 그런거같아요. 고기냄새는 없어요. 불고기감은 좀 얇았으면 좋겠네요..
658b8f33999301f0be8202e7,피러팍,선택하세요:한우 채끝등심 300g,3,마블링이 너무 없는거같은. \n이정도면 채끝맞는지...ㅜㅜ\n두께도 너무 얇아요.\n아이스팩두 많이 녹았구요.\n\n차라리 두꺼운 한덩어리가 나을거같네요ㅡㅜ
658b8f33999301f0be8202e8,rldn***,"옵션명 1:한우1등급,옵션명 2:한우 살치살 300g",5,미？다 사장님 1등급맞나요?\n\n와 1++인데?!?!?!  11번가에서 소고기대박나보긴 처음이네요.  미？다 여기서 사야지 담달 집들이때\n또시킬게요. 진심 마블링보세요 미첫어요 여러분\n사장님 전화로 빨리배송해달라고 귀찮게해서 죄송해요 ㅠㅠㅠ 이렇게 좋은고기라니 영광입니다.
658b8f33999301f0be8202e9,유일49,"옵션명 1:한우1등급,옵션명 2:한우 다짐육 400g",5,"가격의 적절한 책정, 제품의 질 상태, 배송 등 서비스. 제품 구매에 만족합니다. 재구매 의사있습니다."
658b8f33999301f0be8202ea,oyeh****,"옵션명 1:한우1등급,옵션명 2:한우 꽃등심 300g",3,"냉장포장이 잘 되어서 왔어요. 팩도 보관하기 좋고, 캠핑때 들고가기도 좋네요\n\n꽃등심인데 고기가 질겨요. 살짝 스테이크 해먹었는데.. 미디움 정도로 구웠는데 질겨서 좀 애먹었네요"
658b8f33999301f0be8202eb,코코밍밍,한우 갈비살 200g,5,평소 좋아하는 한우 입니다!!^^  한번씩 꼬기가 생각 날때 사먹곤 하는데ㅎ 인터넷으로 구매하니 편리하네요ㅎ 등급도 1+등급입니다ㅎ 포장도  압축포장으로 깔끔하게 아이스팩과 함께 배송 왔습니다ㅎ 잘려있어 따로 손질하지않고 바로 굽기만 하면되니 편리합니다ㅎ 구우니 기름지 많지 않고 갈비살이라 쫄깃하며 부드럽습니다ㅎ 아이도 부드러워 맛있게 잘 씹어 먹습니다ㅎ 다른부위도 좋아하는데 갈비살이 부드럽고 쫄깃해서 자주 사먹습니다ㅎ 다음번에는 다른부위도 주문해서 먹어보려합니다ㅎ 종종 인터넷에서 구매해서 편리하게 먹어야겠습니다!^^ \n이 후기는 신상리뷰체험단에 참여하여 판매자로부터 무료로 제공받아 작성한후기입니다ㅎ
658b8f33999301f0be8202ec,whdm******,한우 육회 200g + 소스,5,집에서 간단하게 육회를 먹을 수 있어서 좋았습니다. 저녁으로 무엇을 먹을지를 고민하는 1인가구입니다. 한 번씩은 저를 위한 선물을 주고 싶지만 고기들은 한 번에 대량으로 팔아서 쟁여놓기가 조금 그렇잖아요. 그런데 이 육회는 딱 1인분 분량으로 오니까 좋았습니다.\n\n 특히 육회 소스까지 동봉되어 있어서 더 좋았어요. 제가 배와 대파랑만 먹어서 그런지 소스는 조금 달았습니다. 레시피에 다진마늘과 함께 먹으면 좋다고 되어 있기는 했지만 마침 딱 마늘이 떨어져서 아쉬움이있네요. 단 맛을 마늘이 잡아줬다면 완벽했을 거 같아요.\n\n포장도 튼튼하고 같이 아이스팩을 동봉해주셔서 상할 걱정없이 먹었습니다.\n\n신상리뷰단에 참여하여 판매자로부터 무료로 제공받아 작성한 후기입니다.
658b8f33999301f0be8202ed,oran*****,"옵션명 1:한우1등급,옵션명 2:한우 채끝등심 300g",5,맛있어요\n가성비정말좋네요\n이런가격으로비싼한우를먹다니\n아주만족합니다
658b8f33999301f0be8202ee,lsdj****,"옵션명 1:한우1등급,옵션명 2:한우 안심 300g",5,채끝등심이랑 같이 시켰는데 숯분에 구우두 맛나네요 
658b8f33999301f0be8202ef,mela**,"옵션명 1:한우1등급,옵션명 2:한우 안심 300g",4,가족들 모두 맛있게 잘 먹을 수 있게 부드럽고 육즙도 많고 좋았습니다.
658b8f34999301f0be8202f0,이름은묻지마세요,선택하세요:한우 꽃등심 300g,5,부드럽고 맛있어요~ 세일해서 한우++1 300g 27900원에 샀어요. 육회랑 같이 해서 잘 먹었습니다^^
658b8f34999301f0be8202f1,망고나무55,"옵션명 1:한우1등급,옵션명 2:한우 안심 300g",3,21일 배송받기로했는데 바로 왔네요ㅠ\n고기 핏물이 너무 빠져있어 냉동고기아닌가 싶고.\n아이스팩 하나 터져서 알갱이들이다 빠져나와 \n화가나네요..읔\n요즘 대부분 친환경 물만 얼린 아이스팩이던데\n아쉽네요
658b8f34999301f0be8202f2,ehfr******,선택하세요:한우 꽃등심 300g,5,고기 질이 좋아요\n진공포장 되어있어서 더 신선한 느낌이에요
658b8f34999301f0be8202f3,ener****,선택하세요:한우 육회 + 소스 400g,5,"약간 기름이 많은 편이지만, 신선하고 맛있네요.\n포장과 배송도 깔끔하고 빨라요."
658b8f34999301f0be8202f4,oran*****,"옵션명 1:한우1등급,옵션명 2:한우 업진살 300g",5,한우신선하고\n안전하게진공포장으로잘도착했습니다\n맛도좋네요\n아주만족합니가
658b8f34999301f0be8202f5,oran*****,"옵션명 1:한우1등급,옵션명 2:한우 살치살 300g",5,살치살\n부드럽고맛도좋아요\n마블링이훌륭합니다\n가성비정말최고입니다
658b8f34999301f0be8202f6,kkan******,선택하세요:한우 살치살 300g,5,"지난번에 채끝과 꽃등심을 구매해서 먹었는데, 기대 이상이었어요. 이번에 살치살을 주문했는데, 이건 더 기대됩니다. 맛 없으면 댓글 수정할께요"
658b8f34999301f0be8202f7,mela**,"옵션명 1:한우1+등급,옵션명 2:한우 안심 300g",5,받자마자 바로 구워서 먹었는데 아주 맛있었어요..씹는 맛도 적당하고 연하고 좋네요.
658b8f34999301f0be8202f8,kkan******,선택하세요:한우 안심 300g,5,어제 주문하고 오늘 받았어요. 배송 엄청 빠릅니다.\n먹어보고 맛 없으면 댓글 수정할께요. 생긴것은 맛있게 생겼고 두께도 딱 좋습니다
658b8f34999301f0be8202f9,ener****,선택하세요:한우 꽃등심 300g,5,고기가 신선하고 맛있네요.\n포장과 배송도 깔끔하고 빨라요.
658b8f34999301f0be8202fa,oran*****,"옵션명 1:한우1등급,옵션명 2:한우 안심 300g",5,인단가성비좋구요\n부드럽고맛도좋네요\n만족합니다\n가격대비훌륭한맛입니다
658b8f34999301f0be8202fb,아들과함께,"옵션명 1:한우1등급,옵션명 2:한우 치마살 300g",5,잘저며져서 먹기좋아요.맛나게 먹었어요  .
658b8f34999301f0be8202fc,블랙홀,"옵션명 1:한우1+등급,옵션명 2:한우 육회 + 소스 400g",5,저렴하게 구매한거같네요 나중에 또 구매할거같네요 
658b8f34999301f0be8202fd,1356**,"옵션명 1:한우1등급,옵션명 2:한우 업진살 300g",5,너무 맛잇.써서 인쟈 사진 찍엇써여~~\n진짜 맛나네요~
658b8f34999301f0be8202fe,mela**,"옵션명 1:한우1등급,옵션명 2:한우 안창살 300g",4,부드럽고 고기 냄새 없고 맛있게 잘 먹었습니다.
658b8f34999301f0be8202ff,곰생이,"옵션명 1:한우1+등급,옵션명 2:한우 꽃등심 300g",3,포장지에 투쁠러스라고 적혀 있는데 그정도는 아닌거 같은데 맞는건지 모르겠네요 지방도 좀 많아 그냥저냥이에요
658b8f34999301f0be820300,ehfr******,선택하세요:한우 채끝등심 300g,5,고기가 마블링도 좋고 맛있습니다.
658b8f34999301f0be820301,Sge,선택하세요:한우 양지 400g,5,소고기 무국에 듬뿍넣어 끓였습니다.고기도 부드럽게 씹히는 질감 좋아요
658b8f35999301f0be820302,blac*****,"옵션명 1:한우1등급,옵션명 2:한우 채끝등심 300g",5,자주 구매하는 제품입니다.\n만족합니다.\n재구매 의사 있습니다 ~
658b8f35999301f0be820303,hyej*****,"옵션명 1:한우1+등급,옵션명 2:한우 살치살 300g",5,와...\n살치 시즈닝하고 튀기듯이 겉면만 구웠더니..\n진짜 맛있었어요\n후딱먹느냐 꽃등심사진뿐인데\n살치살이 좀 더 맛나게먹었습니다
658b8f35999301f0be820304,보라보라율,"옵션명 1:한우1등급,옵션명 2:한우 안심 300g",5,아이스팩 4개나 들어서 신선하게 잘 왔어요!\n아직 먹어보진 않았지만 안심 좋아보여요!
658b8f35999301f0be820305,emin*****,"옵션명 1:한우1등급,옵션명 2:한우 안심 300g",5,배송빠르고 가격도 좋고 맛잇습니다!!
658b8f35999301f0be820306,Bellaa,"옵션명 1:한우1등급,옵션명 2:한우 차돌박이 300g",3,"후기보고 구매했는데,\n차돌이 차돌맛이 안나고\n누린내,질기고.. 다 버렸어요ㅠ\n기분좋게 식사하려다 식사시간 망쳤네요\n속상.."
658b8f35999301f0be820307,gand***,"옵션명 1:한우1등급,옵션명 2:한우 꽃등심 300g",3,"배송빠르게 잘받아서 주말에 가족들과 잘먹었어요., 치맛살이 제일 좋았어요..판매글은 1+인데 받아본 제품은 1등급이네여"
658b8f35999301f0be820308,yhsj****,선택하세요:한우 안심 300g,5,소등분 되어 있어서 너무 좋아요. 한번에 한조각씩 구워서 두부랑 먹으면 한끼식사로 충분합니다
658b8f35999301f0be820309,kkan******,선택하세요:한우 채끝등심 300g,5,어제 주문하고 오늘 받았어요. 배송 엄청 빠릅니다.\n먹어보고 맛 없으면 댓글 수정할께요. 생긴것은 맛있게 생겼고 두께도 딱 좋습니다.
658b8f35999301f0be82030a,rudg*****,"옵션명 1:한우1등급,옵션명 2:한우 안심 300g",4,꼼꼼하게포장해서보내주셨네요\n비싸서자주먹지못한한우를\n올추석에는조금싸게구매해서\n먹게되네요
658b8f35999301f0be82030b,door*****,"옵션명 1:한우1등급,옵션명 2:한우 꽃등심 300g",4,먹기전이긴한데 막좋은지는 모르겠어요 
658b8f35999301f0be82030c,rudg*****,"옵션명 1:한우1등급,옵션명 2:한우 부채살 300g",4,나이가들어치아가약해져서\n부드러운부위가먹기좋더라구요\n두가지구매해서주석에맛있게ㅏ\n먹을려고요
658b8f35999301f0be82030d,alterjung,선택하세요:한우 꽃등심 300g,5,깔끔하게 진공포장되어 왔습니다 솔직히 아직 먹어보진 않았는데 지방과 고기가 적절한것 같네요
658b8f35999301f0be82030e,smk0*****,"옵션명 1:한우1+등급,옵션명 2:한우 살치살 300g",4,아직 시식 전이지만 고기는 좋아 보여요 맛있기를 바래봅니다 
658b8f35999301f0be82030f,sonm***,"옵션명 1:한우1등급,옵션명 2:한우 안심 300g",5,"소고기 구이먹구싶어서 부드러운 안심구매했는데, 부든넙구 맛있습니다."
658b8f35999301f0be820310,kkan******,선택하세요:한우 꽃등심 300g,5,어제 주문하고 오늘 받았어요. 생긴것은 맛있게 생겼어요. 먹어보고 맛 없으면 댓글 수정 할께요!!
658b8f35999301f0be820311,테린이탈출,선택하세요:한우 꽃등심 300g,5,처음주문해봤는데 꽃등심 맛있겠죠?!\n배송빠르네요!
658b8f35999301f0be820312,hyej*****,"옵션명 1:한우1+등급,옵션명 2:한우 꽃등심 300g",5,신선한 고기로 잘 받았습니다.\n하루배송이여서 다행히 제때먹을수있었습니다~
658b8f35999301f0be820313,kkan******,선택하세요:한우 채끝등심 300g,5,"지난번에 먹었는데, 진짜 맛있었어요. 채끝은 진짜 살살 녹습니다. 이번에 할인 행사 중이어서 잽싸게 갔습니다."
658b8f36999301f0be820314,muaj********,선택하세요:한우 채끝등심 300g,5,배송 하루만에 와서 놀랐고 고기 쫄깃하고 맛있네요 
658b8f36999301f0be820315,stay****,선택하세요:한우 꽃등심 300g,4,후기 보고 구매 했는데 맛있게 잘 먹었습니다.
658b8f36999301f0be820316,gand***,"옵션명 1:한우1등급,옵션명 2:한우 채끝등심 300g",3,"배송빠르게 잘받아서 주말에 가족들과 잘먹었어요., 치맛살이 제일 좋았어요..판매는 1+인데 받아본제품은1등급임"
658b8f36999301f0be820317,us12**,"옵션명 1:한우1등급,옵션명 2:한우 치마살 300g",5,배송빠르고 고기도 좋아보이네요
658b8f36999301f0be820318,lsdj****,"옵션명 1:한우1등급,옵션명 2:한우 채끝등심 300g",5,캠핑가서 숯불에 구웠는데 맛나게 잘 먹었어요 
658b8f36999301f0be820319,ojh3***,선택하세요:한우 안창살 300g,5,고기을골라담아서구매하니댓글다는것도일이네요~~고기는참좋아요~~
658b8f36999301f0be82031a,그레전드,"옵션명 1:한우1등급,옵션명 2:한우 꽃등심 300g",3,고기가전체적으로 질겼고 일부는 너무질겨씹다가 도저히 힘들어서 뱄어버렸습니다. 온라인으론 구매하지말아야겠다는교훈만ㅠㅠ
658b8f36999301f0be82031b,chs1***,"옵션명 1:한우1등급,옵션명 2:한우 갈비살 300g",4,여러번 구매해서 먹고 있어요  좋아요 ~
658b8f36999301f0be82031c,arir******,선택하세요:한우 국거리 400g,3,고기에 핏물이 넘 많이 있어서...\n물에 씻어서 핏물을 제거하고 국을 끓였네요.
658b8f36999301f0be82031d,xnat****,선택하세요:한우 차돌박이 300g,3,기름 굉장히 많았음. 차돌박이인걸 감안해도 많은편..
658b8f36999301f0be82031e,스카이민,"옵션명 1:한우1등급,옵션명 2:한우 업진살 300g",5,포장상태도 꼼꼼하고 가격대비 고기상태 좋습니다\n적극 추천합니다
658b8f36999301f0be82031f,best*****,선택하세요:한우 안심 300g,5,아들 자취해서 보냈는데\n정말 맛있다그러네요\n재주문 하려구요\n앞으로 자주애용할것같습니다
658b8f36999301f0be820320,shin*****,"옵션명 1:한우1등급,옵션명 2:한우 업진살 300g",5,고기가 넘 좋아요~^^많이파세요
658b8f36999301f0be820321,call****,선택하세요:한우 꽃등심 300g,5,좋은제품 빠른배송 감사합니다 저렴히 구매해서 너무 좋으네요
658b8f36999301f0be820322,lils*****,"옵션명 1:한우1등급,옵션명 2:한우 업진살 300g",5,맛있었어요 가격도좋고 양은 조금 적었습니다
658b8f36999301f0be820323,ojh3***,선택하세요:한우 살치살 300g,5,고기가넘좋아요~~또구매할꺼요~~
658b8f36999301f0be820324,ojh3***,선택하세요:한우 꽃등심 300g,5,고기에마블링좋아요~~다음에또구매할께요~~
658b8f36999301f0be820325,rdal**,"옵션명 1:한우1등급,옵션명 2:한우 치마살 300g",4,배송빠르내요 포장도잘돼서？내요 좋아요 
658b8f37999301f0be820326,생활비탕진쇼핑몰,"옵션명 1:한우1등급,옵션명 2:한우 차돌박이 300g",2,이고기는 차돌박이가 아닌것 같아요\n두껍게 썰어진데다가 퍽퍽한 식감이라\n먹는데 질기고 목이 막히더라구요 ㅜㅜ\n포장과 배송상태는 정말 좋은데 고기질이\n아쉽네요~~!!
658b8f37999301f0be820327,band*****,"옵션명 1:한우1등급,옵션명 2:한우 꽃등심 300g",3,1등급인데 그렇게 질기진않았는데 업진살은 두꺼워서 질겼어요
658b8f37999301f0be820328,넹넹넹이,선택하세요:한우 국거리 400g,5,국거리로 재구매 해요 너무 밋있어요!!
658b8f37999301f0be820329,ojh3***,선택하세요:한우 치마살 300g,5,고기가참좋아요~~또구매할께요~~
658b8f37999301f0be82032a,생활비탕진쇼핑몰,"옵션명 1:한우1등급,옵션명 2:한우 불고기 400g",2,이런 불고기살은 첨봤어요 ㅠㅠ\n두껍게 썰어？고 중간중간 기름도 좀있어야 되는데 100퍼가 살코기네요  질기고 터벅거리는 식감!!\n도대체 어느부위로 불고기를 하시는지 궁금합니다!!
658b8f37999301f0be82032b,널싸,선택하세요:한우 양지 400g,5,좋은가격에 잘구입했어요.
658b8f37999301f0be82032c,널싸,선택하세요:한우 장조림 400g,5,좋은 가격에 잘 구입했어요.
658b8f37999301f0be82032d,jimi*****,"옵션명 1:한우1등급,옵션명 2:한우 살치살 300g",1,살치살 3팩을 주문했습니다 ... 3팩다 봤을때 고기 모양이 다 틀리고~ 2개를 핏기 제거하고 먹는데... 보이는게 너무 툴려보이고 맛도 너무 틀린데 살치살 맞는건가요? 한팩은 아직 안 먹었는데... 살치살이 맞는건지? 이런 모양은 저도 처음 먹어봐서....전문가님들 맞나요?
